,day,hour,min,price,inventory,date,timestamp,minute,main_contract,main_volume,main_contract_clean,signal,opti_price
33,44635,12,0,300.42,1,2022-03-15,2022-03-15 12:00:00,2022-03-15 12:00:00,HOJ22.csv,74,HOJ22.csv,1.0,300.33000000000004
34,44636,12,0,309.37,2,2022-03-16,2022-03-16 12:00:00,2022-03-16 12:00:00,HOJ22.csv,12,HOJ22.csv,1.0,309.28000000000003
35,44636,16,0,311.69,0,2022-03-16,2022-03-16 16:00:00,2022-03-16 16:00:00,HOJ22.csv,2,HOJ22.csv,-2.0,311.78
36,44637,4,30,328.31,-2,2022-03-17,2022-03-17 04:30:00,2022-03-17 04:30:00,HOJ22.csv,1,HOK22.csv,-2.0,313.78
37,44637,8,30,337.42,0,2022-03-17,2022-03-17 08:30:00,2022-03-17 08:30:00,HOK22.csv,8,HOM22.csv,2.0,308.02000000000004
38,44637,12,0,354.81,3,2022-03-17,2022-03-17 12:00:00,2022-03-17 12:00:00,HOK22.csv,42,HOJ22.csv,3.0,354.72
39,44637,16,0,348.49,0,2022-03-17,2022-03-17 16:00:00,2022-03-17 16:00:00,HOK22.csv,8,HOJ22.csv,-3.0,348.58
40,44638,12,0,351.18,3,2022-03-18,2022-03-18 12:00:00,2022-03-18 12:00:00,HOK22.csv,10,HOK22.csv,3.0,330.65000000000003
41,44638,16,0,361.09,0,2022-03-18,2022-03-18 16:00:00,2022-03-18 16:00:00,HOK22.csv,4,HOK22.csv,-3.0,339.01
42,44641,6,30,351.03,1,2022-03-21,2022-03-21 06:30:00,2022-03-21 06:30:00,HOK22.csv,1,HOK22.csv,1.0,350.94
43,44641,10,30,359.13,0,2022-03-21,2022-03-21 10:30:00,2022-03-21 10:30:00,HOK22.csv,47,HOK22.csv,-1.0,359.21999999999997
44,44641,12,0,358.09,2,2022-03-21,2022-03-21 12:00:00,2022-03-21 12:00:00,HOJ22.csv,14,HOK22.csv,2.0,358.0
45,44642,12,0,355.9,5,2022-03-22,2022-03-22 12:00:00,2022-03-22 12:00:00,HOK22.csv,9,HOK22.csv,3.0,355.81
46,44642,16,0,357.56,3,2022-03-22,2022-03-22 16:00:00,2022-03-22 16:00:00,HOK22.csv,17,HOK22.csv,-2.0,357.65
47,44643,6,0,362.76,4,2022-03-23,2022-03-23 06:00:00,2022-03-23 06:00:00,HOK22.csv,1,HOK22.csv,1.0,362.67
48,44643,12,0,378.27,1,2022-03-23,2022-03-23 12:00:00,2022-03-23 12:00:00,HOK22.csv,69,HOK22.csv,-3.0,378.35999999999996
49,44644,6,0,378.7,0,2022-03-24,2022-03-24 06:00:00,2022-03-24 06:00:00,HOK22.csv,1,HOK22.csv,-1.0,378.78999999999996
50,44644,12,0,377.22,3,2022-03-24,2022-03-24 12:00:00,2022-03-24 12:00:00,HOK22.csv,16,HOK22.csv,3.0,377.13000000000005
51,44644,16,0,379.54,0,2022-03-24,2022-03-24 16:00:00,2022-03-24 16:00:00,HOK22.csv,10,HOK22.csv,-3.0,379.63
52,44645,12,0,373.38,3,2022-03-25,2022-03-25 12:00:00,2022-03-25 12:00:00,HOK22.csv,27,HOK22.csv,3.0,373.29
53,44645,16,0,370.85,2,2022-03-25,2022-03-25 16:00:00,2022-03-25 16:00:00,HOM22.csv,2,HOK22.csv,-1.0,370.94
54,44645,16,20,371.05,0,2022-03-25,2022-03-25 16:20:00,2022-03-25 16:20:00,HOK22.csv,2,HOK22.csv,-2.0,371.14
55,44648,4,30,362.69,1,2022-03-28,2022-03-28 04:30:00,2022-03-28 04:30:00,HOK22.csv,2,HOK22.csv,1.0,362.6
56,44648,8,30,358.65,0,2022-03-28,2022-03-28 08:30:00,2022-03-28 08:30:00,HOK22.csv,4,HOK22.csv,-1.0,358.73999999999995
57,44648,12,0,357.77,2,2022-03-28,2022-03-28 12:00:00,2022-03-28 12:00:00,HOK22.csv,19,HOK22.csv,2.0,357.68
58,44649,4,30,350.89,0,2022-03-29,2022-03-29 04:30:00,2022-03-29 04:30:00,HOK22.csv,5,HOK22.csv,-2.0,350.97999999999996
59,44649,8,30,326.9,2,2022-03-29,2022-03-29 08:30:00,2022-03-29 08:30:00,HOK22.csv,27,HOK22.csv,2.0,326.81
60,44649,12,0,335.39,1,2022-03-29,2022-03-29 12:00:00,2022-03-29 12:00:00,HOK22.csv,15,HOK22.csv,-1.0,335.47999999999996
61,44649,16,0,342.5,0,2022-03-29,2022-03-29 16:00:00,2022-03-29 16:00:00,HOK22.csv,1,HOK22.csv,-1.0,342.59
62,44651,6,0,330.69,1,2022-03-31,2022-03-31 06:00:00,2022-03-31 06:00:00,HOK22.csv,4,HOK22.csv,1.0,330.6
63,44652,4,30,334.8,3,2022-04-01,2022-04-01 04:30:00,2022-04-01 04:30:00,HOK22.csv,2,HOK22.csv,2.0,334.71000000000004
64,44652,6,0,338.72,2,2022-04-01,2022-04-01 06:00:00,2022-04-01 06:00:00,HOK22.csv,9,HOK22.csv,-1.0,338.81
65,44652,8,30,335.78,0,2022-04-01,2022-04-01 08:30:00,2022-04-01 08:30:00,HON22.csv,6,HOK22.csv,-2.0,335.86999999999995
66,44652,12,0,339.0,2,2022-04-01,2022-04-01 12:00:00,2022-04-01 12:00:00,HOK22.csv,11,HOK22.csv,2.0,338.91
67,44652,16,0,346.14,0,2022-04-01,2022-04-01 16:00:00,2022-04-01 16:00:00,HOK22.csv,2,HOK22.csv,-2.0,346.22999999999996
68,44655,6,0,348.77,-1,2022-04-04,2022-04-04 06:00:00,2022-04-04 06:00:00,HOK22.csv,2,HOK22.csv,-1.0,348.85999999999996
69,44656,6,0,353.76,1,2022-04-05,2022-04-05 06:00:00,2022-04-05 06:00:00,HOK22.csv,5,HOK22.csv,2.0,353.67
70,44656,6,30,354.17,3,2022-04-05,2022-04-05 06:30:00,2022-04-05 06:30:00,HOK22.csv,6,HOK22.csv,2.0,354.08000000000004
71,44656,10,30,353.28,1,2022-04-05,2022-04-05 10:30:00,2022-04-05 10:30:00,HOK22.csv,26,HOK22.csv,-2.0,353.36999999999995
72,44656,12,0,345.27,0,2022-04-05,2022-04-05 12:00:00,2022-04-05 12:00:00,HOK22.csv,30,HOK22.csv,-1.0,345.35999999999996
73,44657,4,30,352.62,-2,2022-04-06,2022-04-06 04:30:00,2022-04-06 04:30:00,HOK22.csv,7,HOK22.csv,-2.0,352.71
74,44657,6,0,354.49,-3,2022-04-06,2022-04-06 06:00:00,2022-04-06 06:00:00,HOK22.csv,4,HOK22.csv,-1.0,354.58
75,44657,8,30,353.46,-1,2022-04-06,2022-04-06 08:30:00,2022-04-06 08:30:00,HOK22.csv,13,HOK22.csv,2.0,353.37
76,44657,12,0,339.91,0,2022-04-06,2022-04-06 12:00:00,2022-04-06 12:00:00,HOK22.csv,33,HOK22.csv,1.0,339.82000000000005
77,44658,4,30,332.69,1,2022-04-07,2022-04-07 04:30:00,2022-04-07 04:30:00,HOK22.csv,75,HOK22.csv,1.0,332.6
78,44658,8,30,338.69,0,2022-04-07,2022-04-07 08:30:00,2022-04-07 08:30:00,HOK22.csv,8,HOK22.csv,-1.0,338.78
79,44658,10,30,333.94,-1,2022-04-07,2022-04-07 10:30:00,2022-04-07 10:30:00,HOK22.csv,71,HOK22.csv,-1.0,334.03
80,44658,14,30,327.09,0,2022-04-07,2022-04-07 14:30:00,2022-04-07 14:30:00,HOK22.csv,50,HOK22.csv,1.0,327.0
81,44659,4,30,330.2,2,2022-04-08,2022-04-08 04:30:00,2022-04-08 04:30:00,HOK22.csv,4,HOK22.csv,2.0,330.11
82,44659,8,30,330.31,0,2022-04-08,2022-04-08 08:30:00,2022-04-08 08:30:00,HOK22.csv,6,HOK22.csv,-2.0,330.4
83,44662,6,0,329.94,-1,2022-04-11,2022-04-11 06:00:00,2022-04-11 06:00:00,HOK22.csv,1,HOK22.csv,-1.0,330.03
84,44662,12,0,327.37,0,2022-04-11,2022-04-11 12:00:00,2022-04-11 12:00:00,HOK22.csv,21,HOK22.csv,1.0,327.28000000000003
85,44662,16,0,328.64,-1,2022-04-11,2022-04-11 16:00:00,2022-04-11 16:00:00,HOK22.csv,4,HOK22.csv,-1.0,328.72999999999996
86,44663,4,30,334.41,-2,2022-04-12,2022-04-12 04:30:00,2022-04-12 04:30:00,HOK22.csv,4,HOK22.csv,-1.0,334.5
87,44663,6,0,337.16,-1,2022-04-12,2022-04-12 06:00:00,2022-04-12 06:00:00,HOM22.csv,7,HOM22.csv,1.0,323.70000000000005
88,44663,8,30,339.86,0,2022-04-12,2022-04-12 08:30:00,2022-04-12 08:30:00,HOK22.csv,19,HOK22.csv,1.0,339.77000000000004
89,44663,10,30,342.38,2,2022-04-12,2022-04-12 10:30:00,2022-04-12 10:30:00,HOK22.csv,11,HOK22.csv,2.0,342.29
90,44663,12,0,344.85,6,2022-04-12,2022-04-12 12:00:00,2022-04-12 12:00:00,HOK22.csv,25,HOK22.csv,4.0,344.76000000000005
91,44663,16,0,346.79,3,2022-04-12,2022-04-12 16:00:00,2022-04-12 16:00:00,HOK22.csv,32,HOK22.csv,-3.0,346.88
92,44664,6,0,349.37,6,2022-04-13,2022-04-13 06:00:00,2022-04-13 06:00:00,HON22.csv,51,HOM22.csv,3.0,334.37
93,44664,16,0,373.13,3,2022-04-13,2022-04-13 16:00:00,2022-04-13 16:00:00,HOK22.csv,9,HOK22.csv,-3.0,373.21999999999997
94,44665,6,0,370.7,2,2022-04-14,2022-04-14 06:00:00,2022-04-14 06:00:00,HOK22.csv,3,HOK22.csv,-1.0,370.78999999999996
95,44665,10,30,377.34,3,2022-04-14,2022-04-14 10:30:00,2022-04-14 10:30:00,HOK22.csv,65,HOK22.csv,1.0,377.25
96,44665,12,0,378.24,6,2022-04-14,2022-04-14 12:00:00,2022-04-14 12:00:00,HOM22.csv,47,HOK22.csv,3.0,378.15000000000003
97,44665,14,30,385.54,5,2022-04-14,2022-04-14 14:30:00,2022-04-14 14:30:00,HOM22.csv,50,HOK22.csv,-1.0,385.63
98,44666,6,0,382.59,3,2022-04-15,2022-04-15 06:00:00,2022-04-15 06:00:00,HOK22.csv,8,HOK22.csv,-2.0,382.67999999999995
99,44666,12,0,382.59,0,2022-04-15,2022-04-15 12:00:00,2022-04-15 12:00:00,HOK22.csv,8,HOK22.csv,-3.0,382.67999999999995
100,44669,6,0,384.08,2,2022-04-18,2022-04-18 06:00:00,2022-04-18 06:00:00,HOK22.csv,1,HOK22.csv,2.0,383.99
101,44669,12,0,392.41,6,2022-04-18,2022-04-18 12:00:00,2022-04-18 12:00:00,HOM22.csv,13,HOM22.csv,4.0,368.51000000000005
102,44669,16,0,390.79,5,2022-04-18,2022-04-18 16:00:00,2022-04-18 16:00:00,HOK22.csv,2,HOK22.csv,-1.0,390.88
103,44670,6,0,360.0,3,2022-04-19,2022-04-19 06:00:00,2022-04-19 06:00:00,HOM22.csv,11,HOM22.csv,-2.0,360.09
104,44670,16,0,357.19,2,2022-04-19,2022-04-19 16:00:00,2022-04-19 16:00:00,HOM22.csv,2,HOM22.csv,-1.0,357.28
105,44671,12,0,359.01,3,2022-04-20,2022-04-20 12:00:00,2022-04-20 12:00:00,HOM22.csv,25,HOM22.csv,1.0,358.92
106,44671,16,0,366.49,0,2022-04-20,2022-04-20 16:00:00,2022-04-20 16:00:00,HOM22.csv,3,HOM22.csv,-3.0,366.58
107,44672,12,0,360.98,2,2022-04-21,2022-04-21 12:00:00,2022-04-21 12:00:00,HOM22.csv,25,HOM22.csv,2.0,360.89000000000004
108,44672,16,0,363.65,1,2022-04-21,2022-04-21 16:00:00,2022-04-21 16:00:00,HOM22.csv,11,HOM22.csv,-1.0,363.73999999999995
109,44673,4,30,359.9,2,2022-04-22,2022-04-22 04:30:00,2022-04-22 04:30:00,HOM22.csv,29,HOM22.csv,1.0,359.81
110,44673,6,0,358.08,0,2022-04-22,2022-04-22 06:00:00,2022-04-22 06:00:00,HOM22.csv,1,HOM22.csv,-2.0,358.16999999999996
111,44673,8,30,362.91,-1,2022-04-22,2022-04-22 08:30:00,2022-04-22 08:30:00,HOM22.csv,14,HOM22.csv,-1.0,363.0
112,44673,16,20,361.39,0,2022-04-22,2022-04-22 16:20:00,2022-04-22 16:20:00,HOM22.csv,2,HOM22.csv,1.0,361.3
113,44676,12,0,353.17,1,2022-04-25,2022-04-25 12:00:00,2022-04-25 12:00:00,HOK22.csv,13,HOM22.csv,1.0,353.08000000000004
114,44676,16,0,367.67,0,2022-04-25,2022-04-25 16:00:00,2022-04-25 16:00:00,HOM22.csv,29,HOM22.csv,-1.0,367.76
115,44677,6,0,365.76,1,2022-04-26,2022-04-26 06:00:00,2022-04-26 06:00:00,HOM22.csv,2,HOM22.csv,1.0,365.67
116,44677,12,0,377.71,5,2022-04-26,2022-04-26 12:00:00,2022-04-26 12:00:00,HOM22.csv,8,HOM22.csv,4.0,377.62
117,44677,16,0,384.35,1,2022-04-26,2022-04-26 16:00:00,2022-04-26 16:00:00,HON22.csv,7,HOM22.csv,-4.0,384.44
118,44678,6,0,381.65,2,2022-04-27,2022-04-27 06:00:00,2022-04-27 06:00:00,HOM22.csv,14,HOM22.csv,1.0,381.56
119,44678,12,0,386.05,6,2022-04-27,2022-04-27 12:00:00,2022-04-27 12:00:00,HOM22.csv,15,HOM22.csv,4.0,385.96000000000004
120,44678,16,0,394.67,4,2022-04-27,2022-04-27 16:00:00,2022-04-27 16:00:00,HOM22.csv,5,HOM22.csv,-2.0,394.76
121,44679,6,0,394.25,2,2022-04-28,2022-04-28 06:00:00,2022-04-28 06:00:00,HOM22.csv,3,HOM22.csv,-2.0,394.34
122,44679,6,30,394.96,3,2022-04-28,2022-04-28 06:30:00,2022-04-28 06:30:00,HOM22.csv,2,HOM22.csv,1.0,394.87
123,44679,10,30,393.22,2,2022-04-28,2022-04-28 10:30:00,2022-04-28 10:30:00,HOM22.csv,41,HOM22.csv,-1.0,393.31
124,44679,12,0,399.86,0,2022-04-28,2022-04-28 12:00:00,2022-04-28 12:00:00,HOM22.csv,24,HOM22.csv,-2.0,399.95
125,44680,6,0,407.4,1,2022-04-29,2022-04-29 06:00:00,2022-04-29 06:00:00,HOM22.csv,2,HOM22.csv,1.0,407.31
126,44680,12,0,411.86,6,2022-04-29,2022-04-29 12:00:00,2022-04-29 12:00:00,HOM22.csv,37,HOM22.csv,5.0,411.77000000000004
127,44680,16,0,399.1,1,2022-04-29,2022-04-29 16:00:00,2022-04-29 16:00:00,HOM22.csv,7,HOM22.csv,-5.0,399.19
128,44680,16,20,400.55,0,2022-04-29,2022-04-29 16:20:00,2022-04-29 16:20:00,HOM22.csv,2,HOM22.csv,-1.0,400.64
129,44683,6,30,398.68,2,2022-05-02,2022-05-02 06:30:00,2022-05-02 06:30:00,HOM22.csv,3,HOM22.csv,2.0,398.59000000000003
130,44683,12,0,414.78,4,2022-05-02,2022-05-02 12:00:00,2022-05-02 12:00:00,HOM22.csv,57,HOM22.csv,2.0,414.69
131,44683,14,30,421.12,2,2022-05-02,2022-05-02 14:30:00,2022-05-02 14:30:00,HOM22.csv,87,HOM22.csv,-2.0,421.21
132,44684,12,0,407.36,1,2022-05-03,2022-05-03 12:00:00,2022-05-03 12:00:00,HOM22.csv,46,HOM22.csv,-1.0,407.45
133,44684,16,0,409.6,0,2022-05-03,2022-05-03 16:00:00,2022-05-03 16:00:00,HON22.csv,6,HON22.csv,-1.0,375.09
134,44685,10,30,415.12,3,2022-05-04,2022-05-04 10:30:00,2022-05-04 10:30:00,HOM22.csv,43,HOM22.csv,3.0,415.03000000000003
135,44685,12,0,412.27,6,2022-05-04,2022-05-04 12:00:00,2022-05-04 12:00:00,HOM22.csv,67,HOM22.csv,3.0,412.18
136,44685,14,30,419.88,5,2022-05-04,2022-05-04 14:30:00,2022-05-04 14:30:00,HOM22.csv,59,HOM22.csv,-1.0,419.96999999999997
137,44685,16,0,423.42,2,2022-05-04,2022-05-04 16:00:00,2022-05-04 16:00:00,HOM22.csv,5,HOM22.csv,-3.0,423.51
138,44686,12,0,407.49,-1,2022-05-05,2022-05-05 12:00:00,2022-05-05 12:00:00,HOM22.csv,71,HOM22.csv,-3.0,407.58
139,44687,4,30,404.73,1,2022-05-06,2022-05-06 04:30:00,2022-05-06 04:30:00,HOM22.csv,2,HOM22.csv,2.0,404.64000000000004
140,44687,6,0,405.1,2,2022-05-06,2022-05-06 06:00:00,2022-05-06 06:00:00,HOM22.csv,1,HOM22.csv,1.0,405.01000000000005
141,44687,8,30,400.14,0,2022-05-06,2022-05-06 08:30:00,2022-05-06 08:30:00,HON22.csv,38,HON22.csv,-2.0,379.59999999999997
142,44687,12,0,401.36,5,2022-05-06,2022-05-06 12:00:00,2022-05-06 12:00:00,HOM22.csv,19,HOM22.csv,5.0,401.27000000000004
143,44687,16,0,401.21,3,2022-05-06,2022-05-06 16:00:00,2022-05-06 16:00:00,HOM22.csv,20,HOM22.csv,-2.0,401.29999999999995
144,44687,16,20,400.76,0,2022-05-06,2022-05-06 16:20:00,2022-05-06 16:20:00,HOM22.csv,3,HOM22.csv,-3.0,400.84999999999997
145,44690,6,0,390.34,-1,2022-05-09,2022-05-09 06:00:00,2022-05-09 06:00:00,HOM22.csv,1,HOM22.csv,-1.0,390.42999999999995
146,44690,12,0,389.48,5,2022-05-09,2022-05-09 12:00:00,2022-05-09 12:00:00,HOM22.csv,37,HOM22.csv,6.0,389.39000000000004
147,44690,16,0,381.44,2,2022-05-09,2022-05-09 16:00:00,2022-05-09 16:00:00,HON22.csv,3,HOM22.csv,-3.0,381.53
148,44691,6,0,380.85,5,2022-05-10,2022-05-10 06:00:00,2022-05-10 06:00:00,HOM22.csv,2,HOM22.csv,3.0,380.76000000000005
149,44691,16,0,393.6,2,2022-05-10,2022-05-10 16:00:00,2022-05-10 16:00:00,HOM22.csv,22,HOM22.csv,-3.0,393.69
150,44692,6,0,404.02,0,2022-05-11,2022-05-11 06:00:00,2022-05-11 06:00:00,HON22.csv,8,HOM22.csv,-2.0,404.10999999999996
151,44692,12,0,402.84,3,2022-05-11,2022-05-11 12:00:00,2022-05-11 12:00:00,HOM22.csv,33,HOM22.csv,3.0,402.75
152,44692,16,0,393.17,0,2022-05-11,2022-05-11 16:00:00,2022-05-11 16:00:00,HOM22.csv,3,HOM22.csv,-3.0,393.26
153,44693,6,0,381.83,1,2022-05-12,2022-05-12 06:00:00,2022-05-12 06:00:00,HOM22.csv,8,HOM22.csv,1.0,381.74
154,44693,12,0,392.76,3,2022-05-12,2022-05-12 12:00:00,2022-05-12 12:00:00,HOM22.csv,116,HOM22.csv,2.0,392.67
155,44693,16,0,393.29,1,2022-05-12,2022-05-12 16:00:00,2022-05-12 16:00:00,HOM22.csv,4,HOM22.csv,-2.0,393.38
156,44694,4,30,394.49,-1,2022-05-13,2022-05-13 04:30:00,2022-05-13 04:30:00,HOM22.csv,26,HOM22.csv,-2.0,394.58
157,44694,6,0,394.72,-4,2022-05-13,2022-05-13 06:00:00,2022-05-13 06:00:00,HOM22.csv,12,HOM22.csv,-3.0,394.81
158,44694,8,30,396.51,-2,2022-05-13,2022-05-13 08:30:00,2022-05-13 08:30:00,HON22.csv,4,HOM22.csv,2.0,396.42
159,44694,10,30,398.58,0,2022-05-13,2022-05-13 10:30:00,2022-05-13 10:30:00,HOM22.csv,19,HOM22.csv,2.0,398.49
160,44694,12,0,399.94,6,2022-05-13,2022-05-13 12:00:00,2022-05-13 12:00:00,HON22.csv,23,HON22.csv,6.0,380.5
161,44694,14,30,392.36,4,2022-05-13,2022-05-13 14:30:00,2022-05-13 14:30:00,HOM22.csv,74,HOM22.csv,-2.0,392.45
162,44694,16,0,393.71,1,2022-05-13,2022-05-13 16:00:00,2022-05-13 16:00:00,HON22.csv,3,HON22.csv,-3.0,377.29999999999995
163,44694,16,20,393.52,0,2022-05-13,2022-05-13 16:20:00,2022-05-13 16:20:00,HOM22.csv,2,HOM22.csv,-1.0,393.60999999999996
164,44697,6,0,386.8,-2,2022-05-16,2022-05-16 06:00:00,2022-05-16 06:00:00,HOM22.csv,1,HOM22.csv,-2.0,386.89
165,44697,12,0,392.32,0,2022-05-16,2022-05-16 12:00:00,2022-05-16 12:00:00,HON22.csv,29,HON22.csv,2.0,377.45000000000005
166,44698,6,0,391.9,4,2022-05-17,2022-05-17 06:00:00,2022-05-17 06:00:00,HON22.csv,2,HOM22.csv,4.0,391.81
167,44698,12,0,387.19,5,2022-05-17,2022-05-17 12:00:00,2022-05-17 12:00:00,HOM22.csv,14,HON22.csv,1.0,375.17
168,44698,16,0,379.0,3,2022-05-17,2022-05-17 16:00:00,2022-05-17 16:00:00,HON22.csv,10,HON22.csv,-2.0,368.08
169,44699,6,0,371.86,0,2022-05-18,2022-05-18 06:00:00,2022-05-18 06:00:00,HON22.csv,9,HON22.csv,-3.0,371.95
170,44699,6,30,371.81,-4,2022-05-18,2022-05-18 06:30:00,2022-05-18 06:30:00,HOM22.csv,1,HON22.csv,-4.0,371.9
171,44699,10,30,367.51,0,2022-05-18,2022-05-18 10:30:00,2022-05-18 10:30:00,HON22.csv,138,HON22.csv,4.0,367.42
172,44699,12,0,358.4,-1,2022-05-18,2022-05-18 12:00:00,2022-05-18 12:00:00,HON22.csv,43,HON22.csv,-1.0,358.48999999999995
173,44700,4,30,352.51,2,2022-05-19,2022-05-19 04:30:00,2022-05-19 04:30:00,HON22.csv,9,HON22.csv,3.0,352.42
174,44700,6,0,345.38,3,2022-05-19,2022-05-19 06:00:00,2022-05-19 06:00:00,HON22.csv,43,HON22.csv,1.0,345.29
175,44700,6,30,349.4,2,2022-05-19,2022-05-19 06:30:00,2022-05-19 06:30:00,HON22.csv,2,HON22.csv,-1.0,349.48999999999995
176,44700,8,30,345.96,-1,2022-05-19,2022-05-19 08:30:00,2022-05-19 08:30:00,HON22.csv,14,HON22.csv,-3.0,346.04999999999995
177,44700,10,30,355.45,0,2022-05-19,2022-05-19 10:30:00,2022-05-19 10:30:00,HON22.csv,46,HON22.csv,1.0,355.36
178,44701,4,30,366.81,2,2022-05-20,2022-05-20 04:30:00,2022-05-20 04:30:00,HON22.csv,28,HON22.csv,2.0,366.72
179,44701,8,30,365.9,0,2022-05-20,2022-05-20 08:30:00,2022-05-20 08:30:00,HON22.csv,6,HON22.csv,-2.0,365.98999999999995
180,44701,12,0,365.84,1,2022-05-20,2022-05-20 12:00:00,2022-05-20 12:00:00,HON22.csv,35,HON22.csv,1.0,365.75
